Concatenated,Year,Month,Reg,X5,Code,Trust,Indicator,value,Description
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A25,772,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A26,1580,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A27,43772,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A28,995,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A29,2321,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A30,739277,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A31,925,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A32,2571,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A33,2269486,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A34,3764,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A35,10744,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A36,207772,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A37,2808,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERR1F,2018-19,OCTOBER,Y59,South East,R1F,ISLE OF WIGHT NHS TRUST,A38,11541,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A24,3804163,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A25,367,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A26,610,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A27,5135940,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A28,658,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A29,1128,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A30,59494481,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A31,1049,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A32,2108,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A33,60975914,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A34,2841,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A35,6733,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A36,6457179,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A37,4171,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRRU,2018-19,OCTOBER,Y56,London,RRU,LONDON AMBULANCE SERVICE NHS TRUST,A38,9402,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,934635,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,374,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,634,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,778795,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,473,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,832,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,22574527,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1240,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,2588,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,41716936,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,4355,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,10241,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,2025211,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,4403,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX6,2018-19,OCTOBER,Y63,North East and Yorkshire,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,11190,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A24,4143341,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A25,481,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A26,800,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A27,3979508,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A28,640,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A29,1092,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A30,75475704,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A31,1478,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A32,3163,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A33,105719724,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A34,4707,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A35,11193,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A36,18090789,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A37,5643,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX7,2018-19,OCTOBER,Y62,North West,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,A38,11988,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1074245,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,413,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,764,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,965135,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,608,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1133,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,21041959,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,944,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,1870,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,40986031,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,2803,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,6514,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,4423234,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,4213,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYE,2018-19,OCTOBER,Y59,South East,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,9466,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1556762,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,450,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,836,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1402705,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,638,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1198,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,34820047,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1164,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,2196,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,97728249,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,4895,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,11421,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,5579701,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,7144,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYD,2018-19,OCTOBER,Y59,South East,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,16709,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,1920246,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,422,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,761,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1931963,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,677,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,1251,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,62912601,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,1622,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,3391,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,76516939,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,4279,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,9839,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,5591958,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,8396,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYF,2018-19,OCTOBER,Y58,South West,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,18556,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A24,2278677,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A25,411,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A26,708,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A27,1686706,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A28,471,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A29,823,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A30,30423226,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A31,724,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A32,1315,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A33,63244585,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A34,1976,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A35,4363,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A36,4901336,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A37,3108,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRYA,2018-19,OCTOBER,Y60,Midlands,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,A38,7435,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A24,2263985,Response times - C1 - Response times - Total (hours)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A25,430,Response times - C1 - Response times - Mean (min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A26,743,Response times - C1 - Response times - 90th centile (min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A27,2252292,Response times - C1T - Response times - Total (hours)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A28,597,Response times - C1T - Response times - Mean (min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A29,1064,Response times - C1T - Response times - 90th centile (min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A30,45704108,Response times - C2 - Response times - Total (hours)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A31,1198,Response times - C2 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A32,2497,Response times - C2 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A33,33812457,Response times - C3 - Response times - Total (hours)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A34,2897,Response times - C3 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A35,7054,Response times - C3 - Response times - 90th centile (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A36,5275128,Response times - C4 - Response times - Total (hours)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A37,4251,Response times - C4 - Response times - Mean (hour: min:sec)
2018-19OCTOBERRX8,2018-19,OCTOBER,Y63,North East and Yorkshire,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,A38,10076,Response times - C4 - Response times - 90th centile (hour: min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A24,2976294,Response times - C1 - Response times - Total (hours)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A25,472,Response times - C1 - Response times - Mean (min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A26,837,Response times - C1 - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A27,4402066,Response times - C1T - Response times - Total (hours)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A28,1070,Response times - C1T - Response times - Mean (min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A29,2445,Response times - C1T - Response times - 90th centile (min:sec)
2018-19NOVEMBERRX9,2018-19,NOVEMBER,Y60,Midlands,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,A30,65122432,Response times - C2 - Response times - Total (hours)
